ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
10015.0	38.5	10.2	37.5	26.0	10015	0	0	58	17	57	39	22	7	21	15	0	0	0.064056396484375	10	0.064056396484375	10	0.0	
10015.0	36.8	8.375	32.25	22.5	10015	1	3	58	17.0	57.0	39.0	20	7.0	24.0	17.0	0	0	0.0040171146392822266	20	0.06807351112365723	16	20.0	
10015.0	37.3	8.555555555555555	34.0	23.666666666666668	10015	2	5	58	17.0	57.0	39.0	24	7.0	27.0	19.0	0	0	0.005335569381713867	30	0.0734090805053711	23	23.33333333333333	
10015.0	37.9	8.9	33.9	23.6	10015	3	6	58	17	57	39	27	7	27	19	0	0	0.006550788879394531	40	0.07995986938476562	29	27.5	
10015.0	41.6	10.8	40.5	28.0	10015	4	7	68	17	60	41	25	7	27	19	0	0	0.005058765411376953	50	0.08501863479614258	36	28.0	
10564.892935662403	52.5	11.6	48.0	33.0	10015	5	8	85	17	69	47	25	8	30	21	0	0	0.005640745162963867	60	0.09065937995910645	43	28.33333333333333	
10015.0	46.7	9.555555555555555	37.666666666666664	26.11111111111111	10015	6	10	78	17.0	57.0	39.0	17	7.0	27.0	19.0	0	0	0.00425410270690918	70	0.09491348266601562	48	31.42857142857143	
10015.0	53.9	12.0	42.9	29.6	10015	7	10	85	17	57	39	27	7	21	15	0	0	0.004830837249755859	80	0.09974431991577148	53	33.75	
10015.0	60.4	13.5	51.6	35.4	10015	8	10	97	17	75	51	29	9	33	23	0	0	0.006217479705810547	90	0.10596179962158203	62	31.111111111111114	
10015.0	72.4	12.777777777777779	52.0	35.666666666666664	10015	9	12	98	17.0	72.0	49.0	47	9.0	36.0	25.0	0	0	0.0037713050842285156	100	0.10973310470581055	69	31.0	
10015.0	72.0	12.9	47.4	32.6	10015	10	12	98	17	63	43	46	7	24	17	0	0	0.004831075668334961	110	0.11456418037414551	76	30.909090909090907	
